M7	M8	M9	M10	M1	M11	M2	M12	M3	M4	M5	M6	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names	id
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	2.3	2.3	2.3	78.751	0.00031561	3.2133	0	Q8R080	Q8R080	G2 and S phase-expressed protein 1	Gtse1	4574
2506100	1628600	2031900	1890000	2254400	1782000	2704100	2578600	2835700	2396900	2436300	3185200	23	23	23	39.6	39.6	39.6	63.963	0	323.31	73	Q8R081	Q8R081	Heterogeneous nuclear ribonucleoprotein L	Hnrnpl	4575
471040	310040	364600	401650	419750	328440	433300	441990	415760	471270	404770	491570	11	11	11	33.2	33.2	33.2	60.755	0	323.31	17	Q8R086	Q8R086	Sulfite oxidase, mitochondrial	Suox	4576
15886	14866	14330	12305	16388	14903	23298	16977	21859	17892	17474	21269	2	2	2	7.5	7.5	7.5	33.563	0.0037158	2.2238	3	Q8R087-2;Q8R087	Q8R087-2;Q8R087	Beta-1,4-galactosyltransferase 7;Xylosylprotein 4-beta-galactosyltransferase	B4galt7	4577
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	6.4	6.4	6.4	49.038	0	39.354	0	Q8R089	Q8R089	Probable fibrosin-1	Fbrs	4578
81866	62447	86377	72009	111500	73432	108890	95164	92341	105600	94573	93873	4	4	3	21.3	21.3	16.5	28.381	0	7.9074	5	Q8R0A0	Q8R0A0	General transcription factor IIF subunit 2	Gtf2f2	4579
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2	6.6	6.6	6.6	50.175	0	50.495	1	Q8R0A2;Q8R0A2-2	Q8R0A2;Q8R0A2-2	Zinc finger and BTB domain-containing protein 44	Zbtb44	4580
7754.89990234375	4364.2998046875	15238	6886	14513	8625.900390625	16077	16743	18952	10516	14464	9643.400390625	3	3	3	11.3	11.3	11.3	46.318	0	44.59	4	Q8R0A7	Q8R0A7	Uncharacterized protein KIAA0513	Kiaa0513	4581
103830	72170	120640	72193	113230	87669	157840	131520	166260	110750	143170	175910	7	7	7	30.1	30.1	30.1	40.659	0	275.21	9	Q8R0F3	Q8R0F3	Sulfatase-modifying factor 1	Sumf1	4582
621.830017089844	586.849975585938	NaN	NaN	1025.69995117188	618.969970703125	NaN	706.669982910156	NaN	NaN	NaN	NaN	1	1	1	4.3	4.3	4.3	37.535	0.0018337	2.5877	2	Q8R0F5	Q8R0F5	RNA-binding motif protein, X-linked 2	Rbmx2	4583
195510	146910	148350	156600	173310	167950	186270	196510	183650	175980	198440	199840	3	3	3	8.9	8.9	8.9	42.774	0	121.83	6	Q8R0F6;Q8R0F6-2	Q8R0F6;Q8R0F6-2	Integrin-linked kinase-associated serine/threonine phosphatase 2C	Ilkap	4584
382180	388850	396540	325260	347370	402980	531740	487190	554370	432180	498520	584530	6	6	6	40.1	40.1	40.1	25.172	0	35.947	7	Q8R0F8	Q8R0F8	Acylpyruvase FAHD1, mitochondrial	Fahd1	4585
20643	18569	32888	17490	23726	20320	36990	36527	41724	24930	37189	49496	2	2	2	9.1	9.1	9.1	56.708	0	10.553	4	Q8R0G7	Q8R0G7	Protein spinster homolog 1	Spns1	4586
366150	249150	364270	306800	352830	266480	399900	404320	430390	373530	389160	458030	18	18	18	18.7	18.7	18.7	128.62	0	193.97	23	Q8R0G9	Q8R0G9	Nuclear pore complex protein Nup133	Nup133	4587
185730	134740	186990	151090	129450	134320	242380	227010	201180	165340	195180	218320	7	7	7	11	11	11	69.971	0	25.221	17	Q8R0H9	Q8R0H9	ADP-ribosylation factor-binding protein GGA1	Gga1	4588
15810	10524	9453.2998046875	11311	14945	7630.60009765625	24828	16877	20708	17559	25363	17521	1	1	1	8	8	8	22.853	0	3.8553	2	Q8R0I4	Q8R0I4	TM2 domain-containing protein 2	Tm2d2	4589
16924	18948	16287	12590	13229	15741	17700	22239	19458	15448	17700	21475	3	3	3	17.4	17.4	17.4	21.636	0	323.31	1	Q8R0J4;Q8R0J4-2;Q8R0J4-3	Q8R0J4;Q8R0J4-2	Transmembrane protein 134	Tmem134	4590
66162	67308	78030	64389	58987	77939	93141	86924	84254	70591	88816	116050	2	2	2	6.7	6.7	6.7	31.055	0	5.0833	4	Q8R0J7	Q8R0J7	Vacuolar protein sorting-associated protein 37B	Vps37b	4591
20825	18599	26302	25205	27346	26054	28271	32758	32382	26871	27140	35789	2	2	2	9.8	9.8	9.8	43.833	0	35.208	4	Q8R0K9	Q8R0K9	Transcription factor E2F4	E2f4	4592
1996.90002441406	1672	1354.40002441406	1429.30004882813	820.75	1291.40002441406	2153.5	1868.40002441406	1697.19995117188	1647.30004882813	2261.39990234375	1660.40002441406	1	1	1	4.6	4.6	4.6	48.9	0	5.5638	1	Q8R0L9;Q8R0L9-2	Q8R0L9;Q8R0L9-2	Transcriptional adapter 3	Tada3	4593
4299.2001953125	6498.7998046875	5956.89990234375	3860.60009765625	5729.7998046875	NaN	7061.7998046875	9617.5	7396.60009765625	9981.2998046875	6313.7998046875	11381	2	2	2	33.6	33.6	33.6	13.244	0	4.8854	2	Q8R0P4;Q8R0P4-2	Q8R0P4;Q8R0P4-2	Mth938 domain-containing protein	Aamdc	4594
14591	9825.900390625	22147	18847	13646	18207	16668	16617	15986	17158	12457	10998	5	5	4	12.1	12.1	9.4	44.607	0	30.36	3	Q8R0S1	Q8R0S1	Cyclic AMP-dependent transcription factor ATF-7	Atf7	4595
119720	86627	99272	104290	99334	87478	116850	117870	120480	104780	117820	113910	20	20	18	25.7	25.7	23.8	108.01	0	323.31	15	Q8R0S2;Q8R0S2-2;Q3TES0	Q8R0S2;Q8R0S2-2	IQ motif and SEC7 domain-containing protein 1	Iqsec1	4596
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	5.8	5.8	5.8	62.711	0	116.9	0	Q8R0T2	Q8R0T2	Zinc finger protein 768	Znf768	4597
40306	13193	30485	33452	39225	17293	33672	33455	51166	41175	33031	49385	6	2	2	3.8	2.8	2.8	723.3	0	11.324	1	Q8R0W0	Q8R0W0	Epiplakin	Eppk1	4598
24641	23755	28747	21769	22388	25554	28829	32660	31206	28092	27484	31426	3	3	3	9.8	9.8	9.8	42.106	0	84.669	4	Q8R0X2;Q8R0X2-2	Q8R0X2	CDK2-associated and cullin domain-containing protein 1	Cacul1	4599
344990	294930	391910	269490	339760	376060	540050	513750	482800	334950	484580	529140	17	17	17	37	37	37	63.676	0	69.841	29	Q8R0X7	Q8R0X7	Sphingosine-1-phosphate lyase 1	Sgpl1	4600
519510	255900	786620	401530	363780	311950	400680	920930	764440	387800	326940	861590	18	17	17	24.4	23.5	23.5	98.708	0	323.31	29	Q8R0Y6	Q8R0Y6	Cytosolic 10-formyltetrahydrofolate dehydrogenase	Aldh1l1	4601
76889	79639	80292	57087	50437	74554	108630	97005	98067	71543	103690	117690	1	1	1	5.3	5.3	5.3	35.24	0	17.45	2	Q8R0Y8	Q8R0Y8	Mitochondrial coenzyme A transporter SLC25A42	Slc25a42	4602
56685	72573	58416	53368	53811	66690	81760	89834	109290	54479	80934	113000	2	2	2	9.7	9.7	9.7	38.452	0	6.7596	5	Q8R105	Q8R105	Vacuolar protein sorting-associated protein 37C	Vps37c	4603
26922	25293	28906	22098	23231	19701	36385	37373	35135	23437	44021	38506	3	3	3	7.7	7.7	7.7	54.766	0	4.9987	3	Q8R123;Q8R123-2	Q8R123;Q8R123-2	FAD synthase;Molybdenum cofactor biosynthesis protein-like region;FAD synthase region	Flad1	4604
68450	64205	86709	45887	61194	70575	108850	95985	102350	65685	93975	102200	9	9	9	24.9	24.9	24.9	47.129	0	27.816	14	Q8R127	Q8R127	Saccharopine dehydrogenase-like oxidoreductase	Sccpdh	4605
39279	32775	43335	26482	29093	41518	53298	40638	42194	36886	54312	40605	5	5	5	27.9	27.9	27.9	29.4	0	323.31	7	Q8R138	Q8R138	Transmembrane protein 119	Tmem119	4606
205320	163340	249540	151950	203510	151980	299970	288330	291750	212340	231060	289490	2	2	2	5.7	5.7	5.7	19.965	0	4.3401	2	Q8R143	Q8R143	Pituitary tumor-transforming gene 1 protein-interacting protein	Pttg1ip	4607
712370	577800	631540	567260	519370	549400	727650	769180	712400	576380	680620	867100	15	15	15	29.4	29.4	29.4	81.58	0	221.92	27	Q8R146;Q8R146-2	Q8R146;Q8R146-2	Acylamino-acid-releasing enzyme	Apeh	4608
NaN	NaN	945.669982910156	NaN	NaN	NaN	840.919982910156	706.890014648438	NaN	NaN	NaN	1195.30004882813	24	24	24	27.6	27.6	27.6	72.138	0	323.31	1	Q8R149;Q8R149-2	Q8R149;Q8R149-2	BUD13 homolog	Bud13	4609
156450	137940	167750	122000	137060	153910	218190	192250	207990	153080	198970	220060	13	13	13	10.1	10.1	10.1	218.83	0	217.7	20	Q8R151	Q8R151	NFX1-type zinc finger-containing protein 1	Znfx1	4610
296130	280090	403670	265540	286710	288870	421910	444500	409380	304020	422510	529720	7	7	7	22.7	22.7	22.7	32.851	0	17.069	10	Q8R164	Q8R164	Valacyclovir hydrolase	Bphl	4611
6861.2001953125	6410	5643.2001953125	4536.89990234375	6689.10009765625	4101.2998046875	8241.099609375	7361	8575.400390625	6596.10009765625	9356.7001953125	8693.2998046875	1	1	1	2.6	2.6	2.6	59.856	0.0076035	1.9841	1	Q8R179;Q8R179-2	Q8R179;Q8R179-2	Kelch repeat and BTB domain-containing protein 4	Kbtbd4	4612
589390	342500	353210	428060	365410	379040	535110	481560	426490	401510	541720	560200	10	10	10	28.7	28.7	28.7	54.084	0	72.443	13	Q8R180;Q8R2E9	Q8R180	ERO1-like protein alpha	Ero1l	4613
830590	599540	911050	671610	780920	624290	982690	1127300	1223800	849670	940490	1340800	43	43	42	21.3	21.3	21.3	241.44	0	323.31	40	Q8R1A4;Q8R1A4-2;Q8C147	Q8R1A4;Q8R1A4-2	Dedicator of cytokinesis protein 7	Dock7	4614
798040	635370	808860	595790	826730	680270	1104700	929910	1083600	839370	1090100	1169100	32	32	32	32.5	32.5	32.5	105.53	0	323.31	57	Q8R1B4	Q8R1B4	Eukaryotic translation initiation factor 3 subunit C	Eif3c	4616
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	3.6	3.6	3.6	43.586	0	18.363	0	Q8R1C6	Q8R1C6	Methyltransferase-like protein 22	Mettl22	4617
2383100	2024900	2165800	1899900	2292500	2306800	3817400	2688600	3815700	2663600	3959300	4664600	21	21	21	36.2	36.2	36.2	84.818	0	323.31	35	Q8R1F1	Q8R1F1	Niban-like protein 1	Fam129b	4618
495090	445610	640300	419240	529350	500590	696430	791080	844430	505270	724490	855220	18	18	18	61.3	61.3	61.3	37.703	0	323.31	22	Q8R1G6	Q8R1G6	PDZ and LIM domain protein 2	Pdlim2	4619
NaN	NaN	NaN	724.510009765625	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2	19.2	19.2	19.2	8.2821	0.00031526	3.1891	1	Q8R1H0	Q8R1H0	Homeodomain-only protein	Hopx	4620
65936	65430	73806	51397	46488	73080	79641	106320	75671	58168	114040	114370	2	2	2	39.1	39.1	39.1	7.4454	0	3.8314	3	Q8R1I1	Q8R1I1	Cytochrome b-c1 complex subunit 9	Uqcr10	4621
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	6.3	6.3	6.3	30.488	0.0010781	2.7535	0	Q8R1J3	Q8R1J3	Zinc finger CCHC domain-containing protein 9	Zcchc9	4622
18621	16875	17959	18241	15478	17176	20430	20578	22356	18778	21648	20228	1	1	1	7.5	7.5	7.5	18.087	0.00062765	3.1106	1	Q8R1J9-2;Q8R1J9	Q8R1J9-2;Q8R1J9	Torsin-2A	Tor2a	4623
35435	29000	44145	35017	36063	31819	40946	41644	43862	38868	38614	41017	4	4	4	12.5	12.5	12.5	39.056	0	12.557	6	Q8R1K1	Q8R1K1	Ubiquitin-associated domain-containing protein 2	Ubac2	4624
24307	17947	25867	16990	27243	23303	31963	24178	25277	27253	23699	18856	5	5	5	23.7	23.7	23.7	40.658	0	206.86	5	Q8R1N0	Q8R1N0	Zinc finger protein 830	Znf830	4625
483520	394210	346990	311460	309020	401960	414000	483390	369410	334660	413850	416070	4	4	4	17.1	17.1	17.1	40.89	0	15.152	6	Q8R1N4;Q8R1N4-3;Q8R1N4-2	Q8R1N4;Q8R1N4-3;Q8R1N4-2	NudC domain-containing protein 3	Nudcd3	4626
933200	949840	1078900	693870	860520	979710	1505100	1362200	1492300	956410	1585400	1679000	27	27	26	51.6	51.6	49.1	56.614	0	323.31	45	Q8R1Q8	Q8R1Q8	Cytoplasmic dynein 1 light intermediate chain 1	Dync1li1	4627
86656	67099	136880	69111	109240	94470	149180	159120	197090	101620	141850	186550	3	3	3	7.6	7.6	7.6	51.392	0	6.2897	4	Q8R1S0	Q8R1S0	Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial	Coq6	4628
5423.7998046875	6120	1915.19995117188	4106.89990234375	2874.69995117188	6675.7998046875	3313.10009765625	1472.90002441406	2073.89990234375	2254.30004882813	3819.10009765625	1037.40002441406	5	5	5	9.6	9.6	9.6	82.407	0	58.026	2	Q8R1S4;Q8R1S4-2	Q8R1S4;Q8R1S4-2	Metastasis suppressor protein 1	Mtss1	4629
21913	13036	24567	17068	21034	34018	35252	36201	29834	18477	33253	39185	2	2	2	8.9	8.9	8.9	50.632	0.00015878	3.3601	2	Q8R1T1;Q8R1T1-2	Q8R1T1;Q8R1T1-2	Charged multivesicular body protein 7	Chmp7	4630
114930	78537	85179	107740	90055	78940	114690	111350	122350	106310	108050	116780	1	1	1	4.6	4.6	4.6	35.976	0	8.1958	1	Q8R1T4	Q8R1T4	UDP-N-acetylglucosamine transporter	Slc35a3	4631
526970	382030	462660	474530	487350	437180	500670	532540	537090	513570	483520	575060	16	16	16	25.2	25.2	25.2	88.66	0	66.611	25	Q8R1U1	Q8R1U1	Conserved oligomeric Golgi complex subunit 4	Cog4	4632
1489700	975770	1134100	1068800	1195800	964680	1398400	1335100	1374200	1142000	1434800	1494600	7	7	6	28.6	28.6	28.6	26.022	0	52.08	17	Q8R1V4	Q8R1V4	Transmembrane emp24 domain-containing protein 4	Tmed4	4633
82343	53536	67377	53002	55079	47644	81918	95801	99294	60121	84105	114200	6	6	5	15.1	15.1	13	72.654	0	91.904	9	Q8R1X6;Q8R1X6-2	Q8R1X6;Q8R1X6-2	Spartin	Spg20	4634
28989	35108	49423	25229	29076	52239	65698	48094	62402	42498	56223	54024	4	4	4	11.6	11.6	11.6	34.732	0	23.046	7	Q8R238	Q8R238	Serine dehydratase-like	Sdsl	4635
145930	67076	137020	117080	105500	89299	99185	159080	121060	119340	97967	120350	4	4	4	13.9	13.9	13.9	41.295	0	8.4584	8	Q8R242;Q8R242-2	Q8R242;Q8R242-2	Di-N-acetylchitobiase	Ctbs	4636
22215	16976	12549	19964	14224	16751	19285	14290	15486	18885	20231	13518	1	1	1	1.4	1.4	1.4	107.61	0	8.2458	2	Q8R2G6	Q8R2G6	Coiled-coil domain-containing protein 80	Ccdc80	4637
589.799987792969	NaN	675.880004882813	NaN	NaN	1004.70001220703	597	NaN	NaN	NaN	NaN	NaN	2	2	2	7.9	7.9	7.9	29.911	0.0091517	1.8822	2	Q8R2H9	Q8R2H9	Phosphoethanolamine/phosphocholine phosphatase	Phospho1	4638
47253	34756	36362	38282	45293	35556	41448	50847	50863	55781	51490	39929	7	7	7	16.5	16.5	16.5	84.276	0	323.31	6	Q8R2M2	Q8R2M2	Deoxynucleotidyltransferase terminal-interacting protein 2	Dnttip2	4639
90993	75640	88072	88736	127180	86538	118370	107480	108840	128650	97347	88199	4	4	4	5.2	5.2	5.2	76.908	0	9.3517	7	Q8R2N2	Q8R2N2	Cirhin	Cirh1a	4640
29557	20612	26058	20902	24587	19170	32065	27065	27209	19553	30469	36349	3	3	3	5.4	5.4	5.4	86.108	0	11.085	3	Q8R2Q4;Q8R2Q4-3;Q8R2Q4-2	Q8R2Q4;Q8R2Q4-3;Q8R2Q4-2	Ribosome-releasing factor 2, mitochondrial	Gfm2	4641
10450	10015	16095	9935.5	13554	12707	21956	16610	21799	10928	15039	13398	3	3	3	16.8	16.8	16.8	34.51	0	55.453	3	Q8R2R3	Q8R2R3	Alpha- and gamma-adaptin-binding protein p34	Aagab	4642
223790	236000	275240	177090	214350	215110	372960	360560	435510	257610	401940	515680	4	3	3	10.3	7.9	7.9	46.916	0	11.47	5	Q8R2R9	Q8R2R9	AP-3 complex subunit mu-2	Ap3m2	4643
31506	37161	40779	32281	40716	32044	63633	51435	57156	50878	43099	59637	3	3	3	6.1	6.1	6.1	70.545	0	10.014	4	Q8R2S9	Q8R2S9	Actin-related protein 8	Actr8	4644
8113.10009765625	4664.60009765625	7579.39990234375	5886	6050.2998046875	6213.7998046875	8622.099609375	9739.7998046875	7177.10009765625	6211.39990234375	5203.7001953125	5160.60009765625	2	2	2	5.2	5.2	5.2	60.501	0	54.252	2	Q8R2T8;Q8R2T8-2	Q8R2T8;Q8R2T8-2	General transcription factor 3C polypeptide 5	Gtf3c5	4645
8303.7001953125	6142.60009765625	6686.39990234375	5473	6693.60009765625	6582.89990234375	7519.2998046875	8262.7998046875	7957.89990234375	7400	8215.2998046875	7752.89990234375	4	4	4	17.8	17.8	17.8	39.774	0	83.842	7	Q8R2U0;Q8R2U0-2	Q8R2U0;Q8R2U0-2	Nucleoporin SEH1	Seh1l	4646
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	2.3	2.3	2.3	63.393	0	3.4841	1	Q8R2U2	Q8R2U2		BC027231	4647
435040	419410	366890	331280	503310	395980	646570	478680	673560	564290	629600	829510	6	6	6	25.1	25.1	25.1	25.42	0	12.145	6	Q8R2U4	Q8R2U4	N-terminal Xaa-Pro-Lys N-methyltransferase 1;N-terminal Xaa-Pro-Lys N-methyltransferase 1, N-terminally processed	Ntmt1	4648
16470	16767	29304	13398	17861	18254	31115	30131	27215	17742	17939	24748	4	4	4	27.4	27.4	27.4	20.156	0	42.718	7	Q8R2U6;P0C028;P0C027	Q8R2U6;P0C028;P0C027	Diphosphoinositol polyphosphate phosphohydrolase 2;Diphosphoinositol polyphosphate phosphohydrolase 3-beta;Diphosphoinositol polyphosphate phosphohydrolase 3-alpha	Nudt4;Nudt11;Nudt10	4649
27312	37962	21469	26209	18680	32958	29203	25709	28084	23015	30382	37515	2	2	2	6.5	6.5	6.5	41.12	0.0032792	2.2576	2	Q8R2W9	Q8R2W9	Pantothenate kinase 3	Pank3	4650
6470.10009765625	3996.60009765625	6215.5	5978.2998046875	6680.60009765625	6657.2998046875	12717	8475	8935.7001953125	7939.7998046875	14438	12026	1	1	1	3.7	3.7	3.7	45.54	0.0047281	2.1501	1	Q8R2X8;Q8R2X8-2	Q8R2X8;Q8R2X8-2	Golgin-45	Blzf1	4651
41790	27873	38677	29447	26566	39178	49671	35424	33987	43674	47010	38851	1	1	1	4.5	4.5	4.5	38.204	0.0092956	1.8814	2	Q8R2Y0;Q8R2Y0-2	Q8R2Y0;Q8R2Y0-2	Monoacylglycerol lipase ABHD6	Abhd6	4652
59650	261850	84877	55250	45777	261570	245690	105140	76248	57318	265790	96848	3	3	3	6.5	6.5	6.5	71.545	0	5.9263	3	Q8R2Y2;Q8R2Y2-2	Q8R2Y2;Q8R2Y2-2	Cell surface glycoprotein MUC18	Mcam	4653
389280	336630	320450	340020	383910	287870	472160	356180	456110	392410	493520	574860	5	5	5	50.8	50.8	50.8	19.526	0	104.4	12	Q8R2Y8	Q8R2Y8	Peptidyl-tRNA hydrolase 2, mitochondrial	Ptrh2	4654
3303.30004882813	3768	3883.10009765625	3584.80004882813	3003.89990234375	3334.5	5554	5314.7998046875	5705.7998046875	4566.10009765625	5077.2998046875	4539.5	4	4	2	18.9	18.9	15.1	22.628	0	9.154	4	Q8R2Y9	Q8R2Y9	SOSS complex subunit B1	Nabp2	4655
50399	51856	75852	46511	71162	63126	90890	73522	88219	64441	86629	72638	7	7	7	10.5	10.5	10.5	110.22	0	20.038	7	Q8R307	Q8R307	Vacuolar protein sorting-associated protein 18 homolog	Vps18	4656
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	1	1	6.5	3.8	3.8	53.721	0.00015924	3.4348	0	Q8R310	Q8R310	Transmembrane and coiled-coil domains protein 3	Tmcc3	4657
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	1.9	1.9	1.9	93.076	0	11.237	1	Q8R313	Q8R313	Exocyst complex component 6	Exoc6	4658
355350	272640	382980	250610	298300	305680	448600	439470	430820	321870	447340	540870	8	8	5	19.2	19.2	12.4	61.976	0	94.996	17	Q8R317;Q8R317-2	Q8R317;Q8R317-2	Ubiquilin-1	Ubqln1	4659
4000.69995117188	3255.30004882813	5512.2001953125	4480.2998046875	4889.2001953125	4204.39990234375	5897.2001953125	5473.2001953125	5483.7001953125	5693.7001953125	6012.2998046875	5866.7998046875	3	3	3	5.2	5.2	5.2	79.573	0	16.589	4	Q8R322	Q8R322	Nucleoporin GLE1	Gle1	4660
27427	17731	21375	18641	23833	19801	31192	22265	26371	22497	26408	22766	3	3	3	9.6	9.6	9.6	40.526	0	10.334	3	Q8R323	Q8R323	Replication factor C subunit 3	Rfc3	4661
766830	491860	564640	621990	644740	644640	812890	740700	759520	832360	681710	852260	11	11	11	27.2	27.2	27.2	58.758	0	52.474	16	Q8R326;Q8R326-2	Q8R326;Q8R326-2	Paraspeckle component 1	Pspc1	4662
33763	15782	25177	22829	22176	23932	25670	32828	30657	25452	30666	34312	2	2	2	4.3	4.3	4.3	59.445	0.00015906	3.4009	3	Q8R332;Q8R332-4;Q8R332-3;Q8R332-2	Q8R332;Q8R332-4;Q8R332-3;Q8R332-2	Nucleoporin p58/p45	Nupl1	4663
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	3	2	25.3	25.3	15.7	18.891	0	50.312	0	Q8R344	Q8R344	Coiled-coil domain-containing protein 12	Ccdc12	4664
53623	32365	49585	40718	56238	37416	61920	61004	69140	50348	48231	55420	5	5	5	8.7	8.7	8.7	71.459	0	7.2592	7	Q8R349	Q8R349	Cell division cycle protein 16 homolog	Cdc16	4665
342380	227760	318060	244470	308190	254430	368860	331100	436900	310370	373230	439680	20	20	20	40.5	40.5	40.5	69.552	0	323.31	20	Q8R361	Q8R361	Rab11 family-interacting protein 5	Rab11fip5	4666
222980	75165	104390	200420	154930	91349	125760	125610	118220	213490	104190	117390	7	7	7	14.4	14.4	14.4	65.01	0	26.731	8	Q8R366	Q8R366	Immunoglobulin superfamily member 8	Igsf8	4667
39570	30454	45700	30274	29637	28223	40006	43221	48251	34212	47681	69075	3	3	3	12.6	12.6	12.6	41.214	0	53.76	4	Q8R373	Q8R373	CXADR-like membrane protein	Clmp	4668
815240	646250	839100	637600	702820	681410	1030300	915510	1131400	748050	1042700	1279000	17	17	17	25.3	25.3	25.3	85.872	0	323.31	27	Q8R3B1	Q8R3B1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1	Plcd1	4669
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2	2	2	2	102.61	0.002864	2.3784	2	Q8R3B7;Q8R3B7-2	Q8R3B7;Q8R3B7-2	Bromodomain-containing protein 8	Brd8	4670
209110	167170	187730	155960	157120	169440	228470	241540	188100	166080	221890	220920	8	8	8	16	16	16	72.89	0	126.76	7	Q8R3C0	Q8R3C0	Mini-chromosome maintenance complex-binding protein	Mcmbp	4671
79489	65584	66419	72104	86677	72207	92345	77052	89715	110180	85230	94272	3	3	3	4.1	4.1	4.1	106.08	0	19.069	5	Q8R3C6;Q8R3C6-2	Q8R3C6	Probable RNA-binding protein 19	Rbm19	4672
99288	62228	75839	50777	47024	64977	88668	85810	94296	62552	74801	123650	6	6	6	20	20	20	46.452	0	11.972	8	Q8R3D1	Q8R3D1	TBC1 domain family member 13	Tbc1d13	4673
78911	43291	82630	51482	69140	52978	106390	87175	115550	77490	97529	86931	4	4	4	6.7	6.7	6.7	48.758	0	12.19	5	Q8R3E3;Q8R3E3-2;Q8R3E3-3	Q8R3E3;Q8R3E3-2;Q8R3E3-3	WD repeat domain phosphoinositide-interacting protein 1	Wipi1	4674
23811	18275	36039	25844	23826	29255	47200	34399	33416	31840	47514	47923	3	3	3	13.9	13.9	13.9	41.928	0	12.911	3	Q8R3F5	Q8R3F5	Malonyl-CoA-acyl carrier protein transacylase, mitochondrial	Mcat	4675
40355	26046	28701	27714	40524	24074	34803	45196	38266	43849	26829	54816	3	3	2	7.4	7.4	6	94.602	0	37.198	3	Q8R3F9;Q8R3F9-2	Q8R3F9	Speckle targeted PIP5K1A-regulated poly(A) polymerase	Tut1	4676
73367	55454	77223	67092	74021	53452	93906	101620	104090	88208	78717	108670	5	5	5	16.5	16.5	16.5	38.527	0	303.74	5	Q8R3G1	Q8R3G1	Nuclear inhibitor of protein phosphatase 1	Ppp1r8	4677
226490	2148.39990234375	21258	139940	135660	8226	13989	NaN	3401.60009765625	135570	5057.7001953125	2564.39990234375	1	1	1	8.1	8.1	8.1	25.582	0	24.679	3	Q8R3G9	Q8R3G9	Tetraspanin-8	Tspan8	4678
458750	244120	361240	286280	430810	281460	566040	511110	506920	456770	462330	626750	3	3	3	12.6	12.6	12.6	41.813	0	24.503	4	Q8R3H7	Q8R3H7	Heparan sulfate 2-O-sulfotransferase 1	Hs2st1	4679
3094.30004882813	2200.89990234375	2379.39990234375	1739.59997558594	3201.30004882813	2015.40002441406	2338.10009765625	2354.5	3257	2846.30004882813	3083.30004882813	3420.60009765625	3	3	3	10.1	10.1	10.1	44.338	0	4.1739	3	Q8R3H9	Q8R3H9	Tetratricopeptide repeat protein 4	Ttc4	4680
84332	78038	84451	62105	84054	90119	128260	97903	112820	92536	118380	108380	6	6	6	9.3	9.3	9.3	76.684	0	8.3569	7	Q8R3L2;Q8R3L2-4;Q8R3L2-3;Q8R3L2-2;Q8R3L2-5	Q8R3L2;Q8R3L2-4;Q8R3L2-3;Q8R3L2-2;Q8R3L2-5	Transcription factor 25	Tcf25	4681
13850	10869	12910	12539	14943	11282	19961	15739	17091	15626	14362	10101	5	5	5	6.5	6.5	6.5	98.768	0	6.1128	6	Q8R3N1	Q8R3N1	Nucleolar protein 14	Nop14	4682
352860	223960	395220	242990	356740	281030	440070	470240	525580	355220	432260	591000	11	11	11	20.4	20.4	20.4	75.435	0	28.26	14	Q8R3N6	Q8R3N6	THO complex subunit 1	Thoc1	4683
2943	2379.19995117188	1652.80004882813	2783.89990234375	2310	1706.80004882813	2511.5	1950.59997558594	3056.69995117188	3138	2790.80004882813	2153.39990234375	2	2	2	4.8	4.8	4.8	67.195	0	93.684	1	Q8R3P2;Q8R3P2-3;Q8R3P2-2	Q8R3P2;Q8R3P2-3;Q8R3P2-2	Probable E3 ubiquitin-protein ligase DTX2	Dtx2	4684
38722	45452	53652	27006	32209	52119	79353	57573	60821	37317	61848	53393	4	4	4	12.1	12.1	12.1	47.952	0	289.59	1	Q8R3P7	Q8R3P7	Clusterin-associated protein 1	Cluap1	4685
